code,name,manufacturer,tier,group,slug
1362,"Експрес Голд","ФМС",original,"Гербіцид",ekspres-hold-10x350-fms
1363,"Еллай супер","ФМС",original,"Гербіцид",ellai-super-10x150-fms
1364,"Карiбу 50% з.п","ФМС",original,"Гербіцид",karibu-50-z-p-10x600-fms
1366,"Хармонi","ФМС",original,"Гербіцид",kharmoni-10x100-fms
1367,"Дуал голд 960","Сингента",original,"Гербіцид",dual-hold-960-ec-5-synhenta
1368,"ПIК 75WG","Сингента",original,"Гербіцид",pik-75wg-20x100-synhenta
1369,"Прiма Форте","Сингента",original,"Гербіцид",prima-forte-5-synhenta
1370,"Бороплюс","Сингента",original,"Гербіцид",boroplyus-10-synhenta
1371,"Астрал Комбі","Нуфарм",original,"Гербіцид",astral-40100-nufarm
1372,"Бромцид","Нуфарм",original,"Гербіцид",bromtsyd-5-nufarm
1373,"Еквінокс, КС","Нуфарм",original,"Гербіцид",ekvinoks-ks-1-nufarm
1374,"Амалгерон Ессенс, РК","Самміт-Агро",original,"Гербіцид",amalheron-essens-rk-10x1-sammit-agro
1375,"Амалгерон Ессенс, РК","Самміт-Агро",original,"Гербіцид",amalheron-essens-rk-15-sammit-agro
1376,"Енцера, ВГ","Самміт-Агро",original,"Гербіцид",entsera-vh-16x200-sammit-agro
1377,"Енцера, ВГ","Самміт-Агро",original,"Гербіцид",entsera-vh-10x50-sammit-agro
2293,"Екселеріс КС","Адама",original,"Фунгіцид",ekseleris-ks-10-adama
2294,"Кустодія КС","Адама",original,"Фунгіцид",kustodiya-ks-5-adama
2295,"Мерпан Платинум ВГ","Адама",original,"Фунгіцид",merpan-platynum-vh-5-adama
2296,"Сфiнкс Eкстра  ВГ","Адама",original,"Фунгіцид",sfinks-ekstra-vh-5-adama
2297,"Фольпан Голд WG","Адама",original,"Фунгіцид",folpan-hold-wg-5-adama
2298,"Адексар СЕ Плюс, КЕ","Басф",original,"Фунгіцид",adeksar-plyus-10-basf
2299,"Стробi","Басф",original,"Фунгіцид",strobi-10x200-basf
2300,"Ревіона","Басф",original,"Фунгіцид",reviona-5-basf
2301,"Карамба Турбо","Басф",original,"Фунгіцид",karamba-5-basf
2302,"Альто супер 330","Сингента",original,"Фунгіцид",alto-super-330-ec-20-synhenta
2303,"Топаз 100 ЕС","Сингента",original,"Фунгіцид",topaz-100-es-5-synhenta
2304,"Таегро WP","Сингента",original,"Фунгіцид",taehro-wp-10x370-synhenta
2305,"Такаші, РК","Самміт-Агро",original,"Фунгіцид",takashi-rk-10-sammit-agro
2306,"Артемікс, КС","Самміт-Агро",original,"Фунгіцид",artemiks-ks-05-sammit-agro
2307,"Мiлдiкат 25, КС","Самміт-Агро",original,"Фунгіцид",mildikat-25-ks-05-sammit-agro
2308,"Манзат ВГ (манкоцеб)","Самміт-Агро",original,"Фунгіцид",manzat-vh-mankotseb-10x05-sammit-agro
2309,"Манзат ВГ (манкоцеб)","Самміт-Агро",original,"Фунгіцид",manzat-vh-mankotseb-10-sammit-agro
2310,"Медян Eкстра 350 SC","Самміт-Агро",original,"Фунгіцид",medyan-ekstra-350-sc-1-sammit-agro
2311,"Топсiн-М 500, КС","Самміт-Агро",original,"Фунгіцид",topsyn-m-500-ks-5-sammit-agro
3152,"Аполло KC","Адама",original,"Інсектицид",apollo-kc-5-adama
3153,"Маврiк EB","Адама",original,"Інсектицид",mavrik-eb-1-adama
3154,"Пiрiнекс Cупер KE","Адама",original,"Інсектицид",pirineks-cuper-ke-5-adama
3155,"Регент 20G, г","Басф",original,"Інсектицид",rehent-20-g-10-basf
3156,"Фастак, КЕ","Басф",original,"Інсектицид",fastak-100-1-basf
3157,"Вантакор","ФМС",original,"Інсектицид",vantakor-05-fms
3158,"Джалентра","ФМС",original,"Інсектицид",dzhalentra-1-fms
3159,"Кораген","ФМС",original,"Інсектицид",korahen-1-fms
3160,"Кораген","ФМС",original,"Інсектицид",korahen-200-fms
3161,"Кораген","ФМС",original,"Інсектицид",korahen-50-fms
3162,"Талстар","ФМС",original,"Інсектицид",talstar-5-fms
3163,"Актара 25 WG в.г","Сингента",original,"Інсектицид",aktara-25-wg-20x250-synhenta
3164,"Енжiо 247 SC к.с.","Сингента",original,"Інсектицид",enzhio-247-sc-5-synhenta
3165,"Вердавіс 250 ZС","Сингента",original,"Інсектицид",verdavis-250-zs-1-synhenta
3166,"Карнадін","Нуфарм",original,"Інсектицид",karnadin-5-nufarm
3167,"Бiскайя 240 OD, МД","Байер",original,"Інсектицид",biskaiya-240-od-5-baier
3168,"Мовенто 100SC, КС","Байер",original,"Інсектицид",movento-100sc-ks-5-baier
3169,"Балазо к.е.(бiфентрiн)","Самміт-Агро",original,"Інсектицид",balazo-k-e-bifentrin-5-sammit-agro
3170,"Моспiлан, ВП (2*200г)","Самміт-Агро",original,"Інсектицид",mospilan-vp-2-200h-20x400-sammit-agro
3171,"Нiссоран, ЗП","Самміт-Агро",original,"Інсектицид",nissoran-zp-20x500-sammit-agro
3172,"Санмайт, ЗП","Самміт-Агро",original,"Інсектицид",sanmait-zp-20x500-sammit-agro
3173,"Сілкер, КЕ","Самміт-Агро",original,"Інсектицид",silker-ke-1-sammit-agro
3174,"Теппекі, ВГ","Самміт-Агро",original,"Інсектицид",teppeki-vh-055-sammit-agro
4063,"Круiзер 350 FS","Сингента",original,"Протруйник",kruizer-350-fs-20-synhenta
4064,"Еквенто 100FS","Сингента",original,"Протруйник",ekvento-100fs-5-synhenta
4065,"Максим форте 050 FS","Сингента",original,"Протруйник",maksym-forte-050-fs-5-synhenta
4066,"Віксеран25*250","Сингента",original,"Протруйник",vikseran25-250-25x250-synhenta
6023,"Аміно Ксеріон","Адама",original,"Регулятор росту",amino-kserion-5-adama
6024,"Експерт Гроу","Адама",original,"Регулятор росту",ekspert-hrou-5-adama
6025,"Келпак РК","Терра Віта",original,"Регулятор росту",kelpak-rk-5-terra-vita
8010,"Бромакем ПР","Терра Віта",original,"Родентицид",bromakem-pr-5-terra-vita
