Код,Дія,Лист,Виробник,Назва (прайс),Фасовка,Діюча речовина,Норма,Категорія slug,Категорія UA,Ціна з ПДВ,Без ПДВ,Готівка ×1.10,Валюта,Slug (наш),Назва (наша),Фасовка (наша),Tier,№ рядка
2332,new-packaging,"ALFASMARTAGRO","Alfa Smart Agro","Стеліум Ультра, ТН","4*5л.","тебуконазол, 30 г/л + прохлораз, 150 г/л+ тіаметокам, 300 г/л+ боскалід, 30г/л","",funhitsydy,"Фунгіцид",47.52,39.6,43.56,USD,"stelium-ultra-tn-alfa-smart-agro","Стеліум Ультра, ТН","5 л",premium,11
2333,new-packaging,"ALFASMARTAGRO","Alfa Smart Agro","Амікон, ЕВ","4*5л.","піраклостробін 125 г/л + міклобутаніл 125 г/л","0,5-1,0",funhitsydy,"Фунгіцид",20.89,17.41,19.15,USD,"amikon-ev-alfa-smart-agro","Амікон, ЕВ","5 л",premium,16
2334,new-packaging,"ALFASMARTAGRO","Alfa Smart Agro","Артіс Плюс, КС","4*5л.","міклобутаніл, 125 г/л + тебуконазол, 125 г/л + тіофанат-метил, 250 г/л","0,3-1,0",funhitsydy,"Фунгіцид",21.55,17.96,19.76,USD,"artis-plyus-ks-alfa-smart-agro","Артіс Плюс, КС","5 л",premium,18
2335,new-packaging,"ALFASMARTAGRO","Alfa Smart Agro","Баррет, КЕ","4*5л.","тебуконазол, 160 г/л + пропіконазол, 100 г/л + прохлораз, 340 г/л","0,3-1,0",funhitsydy,"Фунгіцид",23.1,19.25,21.18,USD,"barret-ke-alfa-smart-agro","Баррет, КЕ","5 л",premium,19
2336,new-packaging,"ALFASMARTAGRO","Alfa Smart Agro","Болівар Форте, КС","4*5л.","тебуконазол, 240 г/л + крезоксим-метил, 125 г/л","0,3-1,0",funhitsydy,"Фунгіцид",20.12,16.77,18.45,USD,"bolivar-forte-ks-alfa-smart-agro","Болівар Форте, КС","5 л",premium,20
2337,new-packaging,"ALFASMARTAGRO","Alfa Smart Agro","Варос, КС","4*5л.","тіофанат-метил, 500г/л","",funhitsydy,"Фунгіцид",8.35,6.96,7.66,USD,"varos-ks-alfa-smart-agro","Варос, КС","5 л",premium,21
2338,new-packaging,"ALFASMARTAGRO","Alfa Smart Agro","ДОК Про, ЗП","10*1кг.","цимоксаніл, 300 г/кг + міклобутаніл, 200 г/кг","0,4-0,6",funhitsydy,"Фунгіцид",27.49,22.91,25.2,USD,"dok-pro-zp-alfa-smart-agro","ДОК Про, ЗП","1 кг",premium,22
2339,new-packaging,"ALFASMARTAGRO","Alfa Smart Agro","Камелот, КЕ","1л., 5л.","міклобутаніл,250г/л","0,15-0,5",funhitsydy,"Фунгіцид",24.19,20.16,22.18,USD,"kamelot-ke-alfa-smart-agro","Камелот, КЕ","1 л",premium,23
2340,new-packaging,"ALFASMARTAGRO","Alfa Smart Agro","Кваліфай, КЕ","1л., 5л.","ципроконазол, 80 г/л+ пропіконазол, 250 г/л","",funhitsydy,"Фунгіцид",17.5,14.58,16.04,USD,"kvalifai-ke-alfa-smart-agro","Кваліфай, КЕ","1 л",premium,24
2341,new-packaging,"ALFASMARTAGRO","Alfa Smart Agro","Корвізар М, КЕ","4*5л.","фенпропідин 300 г/л + тебуконазол 150 г/л + міклобутаніл 100 г/л","0,4-1,0",funhitsydy,"Фунгіцид",24.19,20.16,22.18,USD,"korvizar-m-ke-alfa-smart-agro","Корвізар М, КЕ","5 л",premium,25
2342,new-packaging,"ALFASMARTAGRO","Alfa Smart Agro","Кросбі, СЕ","4*5л.","пропіконазол, 187,5 г/л + тіофанат-метил, 375 г/л","0,4-0,6",funhitsydy,"Фунгіцид",18.16,15.13,16.64,USD,"krosbi-se-alfa-smart-agro","Кросбі, СЕ","5 л",premium,26
2343,new-packaging,"ALFASMARTAGRO","Alfa Smart Agro","Ставарро, СЕ","4*5л.","пропконазол 187,5г/л + азоксистробін, 167г/л","",funhitsydy,"Фунгіцид",27.29,22.74,25.01,USD,"stavarro-se-alfa-smart-agro","Ставарро, СЕ","5 л",premium,28
2344,new-sku,"ALFASMARTAGRO","Alfa Smart Agro","Танарт, ВГ","5 кг","каптан, 780 г/кг","",funhitsydy,"Фунгіцид",13.2,11,12.1,USD,"","","",,29
2345,new-packaging,"ALFASMARTAGRO","Alfa Smart Agro","Тезис, КС","4*5л.","тебуконазол, 500 г/л","0,2-0,5",funhitsydy,"Фунгіцид",13.2,11,12.1,USD,"tezys-ks-alfa-smart-agro","Тезис, КС","5 л",premium,30
2346,new-packaging,"ALFASMARTAGRO","Alfa Smart Agro","Теквіл, КЕ","4*5л.","дифеноконазол, 250г/л","",funhitsydy,"Фунгіцид",26.4,22,24.2,USD,"tekvil-ke-alfa-smart-agro","Теквіл, КЕ","5 л",premium,31
2347,new-packaging,"ALFASMARTAGRO","Alfa Smart Agro","Теламус, КС","4*5л.","пропіконазол, 200 г/л+піраклостробін, 167 г/л + боскаліт, 133 г/л","0,2-0,5",funhitsydy,"Фунгіцид",36.3,30.25,33.28,USD,"telamus-ks-alfa-smart-agro","Теламус, КС","5 л",premium,32
2348,new-packaging,"ALFASMARTAGRO","Alfa Smart Agro","Фенікс, КС","4*5л.","флутриафол, 250 г/л","0,1-1,0",funhitsydy,"Фунгіцид",10.45,8.71,9.58,USD,"feniks-ks-alfa-smart-agro","Фенікс, КС","5 л",premium,33
2349,new-packaging,"ALFASMARTAGRO","Alfa Smart Agro","Фенікс Дуо, КС","4*5л.","флутриафол, 187 г/л + тіофанат-метил, 310 г/л","0,15-1,0",funhitsydy,"Фунгіцид",17.71,14.76,16.24,USD,"feniks-duo-ks-alfa-smart-agro","Фенікс Дуо, КС","5 л",premium,34
2350,new-packaging,"ALFASMARTAGRO","Alfa Smart Agro","Хеллер, КС","4*5л.","азоксистробін, 250 г/л","",funhitsydy,"Фунгіцид",14.03,11.69,12.86,USD,"kheller-ks-alfa-smart-agro","Хеллер, КС","5 л",premium,35
2351,new-sku,"АХТ","АХТ","Азоксин","5 л","Азоксистробін, 250 г/л","0,3-1,0",funhitsydy,"Фунгіцид",14.23,11.86,13.05,USD,"","","",,37
2352,new-sku,"АХТ","АХТ","Аурис","5 л","Протіоконазол, 60 г/л+ тебуконазол, 240 г/л+ пропіконазол, 60 г/л","",funhitsydy,"Фунгіцид",24.86,20.72,22.79,USD,"","","",,38
2353,new-sku,"АХТ","АХТ","Вартіс","5 л","боскалід, 250г/л+ протіоконазол, 250г/л","0,3-0,5",funhitsydy,"Фунгіцид",58.18,48.48,53.33,USD,"","","",,39
2354,new-sku,"АХТ","АХТ","Віваро","5 л","тіофанат-метил 300 г/л + пропіконазол, 100 г/л + дифеноконазол, 100 г/л","",funhitsydy,"Фунгіцид",28.73,23.94,26.33,USD,"","","",,40
2355,new-sku,"АХТ","АХТ","Елантро","5 л","піраклостробін 150 г/л + пропіконазол, 150 г/л+полісахаридний елісітор","",funhitsydy,"Фунгіцид",34.07,28.39,31.23,USD,"","","",,41
2356,new-sku,"АХТ","АХТ","Карбезим","5 л","Карбендазим, 500 г/л","0,3-0,6",funhitsydy,"Фунгіцид",6.7,5.58,6.14,USD,"","","",,42
2357,new-sku,"АХТ","АХТ","Маестро","5 л","Ципроконазол, 80 г/л + пропіконазол, 250 г/л","0,4-0,6",funhitsydy,"Фунгіцид",17.38,14.48,15.93,USD,"","","",,43
2358,new-sku,"АХТ","АХТ","Полігард","5 л","Тебуконазол, 250 г/л","0,25-1,2",funhitsydy,"Фунгіцид",9.66,8.05,8.86,USD,"","","",,44
2359,new-sku,"АХТ","АХТ","Полігард Максі","5 л","Тебуконазол, 430 г/л","0,3-0,7",funhitsydy,"Фунгіцид",11.39,9.49,10.44,USD,"","","",,45
2360,new-sku,"АХТ","АХТ","Флутривіт Максі","5 л","Флутриафол, 500 г/л","0,2-0,25",funhitsydy,"Фунгіцид",20.75,17.29,19.02,USD,"","","",,46
2361,new-sku,"АХТ","АХТ","Фунгімакс","10 л","тіофанат-метил 200 г/л + пропіконазол, 120 г/л + триадимефон, 50 г/л","0,7-1,0",funhitsydy,"Фунгіцид",11.9,9.92,10.91,USD,"","","",,47
2362,new-sku,"АХТ","АХТ","Фунгісил","5 л","піраклостробін 200 г/л + пропіконазол, 250 г/л","0,4-0,5",funhitsydy,"Фунгіцид",33.04,27.53,30.28,USD,"","","",,48
2363,new-sku,"АХТ","АХТ","Цимоксил","2.5 кг","цимоксаніл, 300 г/кг
флутриафол, 210 г/кг","0.5",funhitsydy,"Фунгіцид",27.07,22.56,24.82,USD,"","","",,49
2364,new-sku,"АХТ","АХТ","Ларімар","5 л","Тіабендазол, 80 г/л + тебуконазол, 60 г/л","0,3-0,5",funhitsydy,"Фунгіцид",16.49,13.74,15.11,USD,"","","",,50
2365,new-sku,"АХТ","АХТ","Кватрофорс","5 л","флутриафол, 50 г/л, імазаліл 40 г/л, металаксил-М 30 г/л, піраклостробін 20 г/л","0,8-1,0",funhitsydy,"Фунгіцид",18.52,15.43,16.97,USD,"","","",,52
2366,new-packaging,"Укравіт","Укравіт","Дезарал Екстра, КС","5 л","Карбендазим, 250 г/л + флутриафол, 125 г/л","",funhitsydy,"Фунгіцид",12.08,10.06,11.07,USD,"dezaral-ekstra-ks-ukravit","Дезарал Екстра, КС","20 л",premium,84
2367,new-packaging,"Укравіт","Укравіт","Делавіт","1 л","Дитіанон, 350 г/л","",funhitsydy,"Фунгіцид",34.5,28.75,31.63,USD,"delavit-ukravit","Делавіт","5 л",premium,85
2368,new-packaging,"Укравіт","Укравіт","Джек Пот, КЕ","1 л","Дифеноконазол, 200 г/л + пенконазол, 100 г/л","",funhitsydy,"Фунгіцид",37.26,31.05,34.16,USD,"dzhek-pot-ke-ukravit","Джек Пот, КЕ","5 л",premium,88
2369,new-packaging,"Укравіт","Укравіт","Захист, ЗП","1 л","Цимоксаніл, 250 г/кг + металаксил 100, г/кг","",funhitsydy,"Фунгіцид",26.45,22.04,24.24,USD,"zakhyst-zp-ukravit","Захист, ЗП","5 л",premium,92
2370,new-packaging,"Укравіт","Укравіт","Капітал, КС","5 л","Ципроконазол, 60 г/л + азоксистробін, 150 г/л + епоксиконазол, 50 г/л","",funhitsydy,"Фунгіцид",29.9,24.92,27.41,USD,"kapital-ks-ukravit","Капітал, КС","10 л",premium,96
2371,new-packaging,"Укравіт","Укравіт","Сінан, КС","5 л","Піраклостробін, 130 г/л+ дифеноконазол, 130 г/л","",funhitsydy,"Фунгіцид",23,19.17,21.09,USD,"sinan-ks-ukravit","Сінан, КС","10 л",premium,104
2372,new-packaging,"Укравіт","Укравіт","Унікаль, КС","5 л","Тебуконазол, 250 г/л","",funhitsydy,"Фунгіцид",9.2,7.67,8.44,USD,"unikal-ks-ukravit","Унікаль, КС","10;20",premium,109
2373,new-packaging,"Укравіт","Укравіт","Унікаль МАКС, КС","5 л","Тебуконазол, 500 г/л","",funhitsydy,"Фунгіцид",16.1,13.42,14.76,USD,"unikal-maks-ks-ukravit","Унікаль МАКС, КС","10 л",premium,111
2374,new-packaging,"Укравіт","Укравіт","Цілитель, ЗП","1 л","Металаксил, 80 г/кг + манкоцеб, 640 г/кг","",funhitsydy,"Фунгіцид",14.95,12.46,13.71,USD,"tsilytel-zp-ukravit","Цілитель, ЗП","5 л",premium,117
2375,new-sku,"Грін Експрес","Грін Експрес","Аплігатор","10 л","Хлорокис міді 700г/л","1,2-1,6 л/га",funhitsydy,"Фунгіцид",23.89,19.91,21.9,USD,"","","",,4
2376,new-sku,"Грін Експрес","Грін Експрес","Аспект","1 кг","манкоцеб 800 г/кг","1,2-1,6 л/га",funhitsydy,"Фунгіцид",12.05,10.04,11.04,USD,"","","",,5
2377,new-sku,"Грін Експрес","Грін Експрес","Балеро","10 л","пропіконазол 250 г/л","0,5 л/га",funhitsydy,"Фунгіцид",12.4,10.33,11.36,USD,"","","",,8
2378,new-sku,"Грін Експрес","Грін Експрес","Композит","10 л","карбендазим 500 г/л","0,3-1,5 л/га",funhitsydy,"Фунгіцид",8.55,7.13,7.84,USD,"","","",,37
2379,new-sku,"Грін Експрес","Грін Експрес","Рапідус","","йодосульфурон-метил-натрію, 50г/кг + мефенпір-діетил, 150г/кг","",funhitsydy,"Фунгіцид",51.52,42.94,47.23,USD,"","","",,50
2380,new-sku,"Грін Експрес","Грін Експрес","Сигнал","500 г","боскалід 500 г/кг","0,2-0,3 л/га",funhitsydy,"Фунгіцид",62.52,52.1,57.31,USD,"","","",,52
2381,new-sku,"Грін Експрес","Грін Експрес","Старлайт","5 л","азоксистробін 250 г/л","0,6-1,0 л/га",funhitsydy,"Фунгіцид",17.02,14.18,15.6,USD,"","","",,56
2382,new-sku,"Грін Експрес","Грін Експрес","Фортеця Тотал","10 л","тебуконазол 250 г/л","0,5-1,0 л/га",funhitsydy,"Фунгіцид",10.48,8.74,9.61,USD,"","","",,69
2383,new-sku,"Грін Експрес","Грін Експрес","Цензор XL","5 л","дифеноконазол 33,7г/л +металаксил-М 2,7 г/л","1,5-2,0 л/т",funhitsydy,"Фунгіцид",9.43,7.86,8.65,USD,"","","",,70
2384,new-sku,"Грін Експрес","Грін Експрес","Цензор Д","5 л","дифеноконазол 400 г/л","1,5-2,0 л/т",funhitsydy,"Фунгіцид",16.66,13.88,15.27,USD,"","","",,71
3045,existing,"Нертус","Нертус","Боксер, КС","5 л","ацетаміприд, 115 г/л, лямбда-цигалотрин, 106 г/л","",insektitsydy,"Інсектицид",16.58,13.81,15.19,USD,"bokser-ks-nertus","Боксер, КС","5 л",econom,68
3046,existing,"Нертус","Нертус","Готіка, КС","5 л","лямбда-цигалотрин, 106 г/л тіаметоксам, 141 г/л","",insektitsydy,"Інсектицид",13.02,10.85,11.94,USD,"hotika-ks-nertus","Готіка, КС","5 л",econom,72
3047,existing,"Нертус","Нертус","Кайзер","5 л","тіаметоксам, 350г/л","",insektitsydy,"Інсектицид",12.63,10.53,11.58,USD,"kaizer-nertus","Кайзер","5 л",econom,96
3048,existing,"Нертус","Нертус","Контадор Дуо, КС","1 л","імідаклоприд, 300 г/л; лямбда-цигалотрин, 100 г/л","",insektitsydy,"Інсектицид",15.39,12.83,14.11,USD,"kontador-duo-ks-nertus","Контадор Дуо, КС","1 л",econom,77
3049,existing,"Нертус","Нертус","Контадор Макси, ТН","5 л","імідаклоприд, 600 г/л","",insektitsydy,"Інсектицид",19.26,16.05,17.66,USD,"kontador-maksy-tn-nertus","Контадор Макси, ТН","5 л",econom,94
3050,existing,"Нертус","Нертус","Президен, КС","5 л","імідаклоприд, 140 г/л, лямбда-цигалотрин, 100 г/л ацетаміприд, 160 г/л","",insektitsydy,"Інсектицид",18.52,15.44,16.98,USD,"prezyden-ks-nertus","Президен, КС","5 л",econom,79
3051,existing,"Нертус","Нертус","Тіара, ВГ","0.25 кг","тіаметоксам, 250г/кг","",insektitsydy,"Інсектицид",25.65,21.38,23.52,USD,"tiara-vh-nertus","Тіара, ВГ","0.25 кг",econom,82
3052,existing,"Нертус","Нертус","Торсіда, КЕ","1 л","лямбда-цигалотрин, 300 г/л","",insektitsydy,"Інсектицид",23.68,19.74,21.71,USD,"torsida-ke-nertus","Торсіда, КЕ","1 л",econom,83
3053,existing,"Нертус","Нертус","Фатрін  КЕ","5 л","альфа-циперметрин, 100 г/л","",insektitsydy,"Інсектицид",9.16,7.64,8.4,USD,"fatrin-ke-nertus","Фатрін КЕ","5 л",econom,85
3054,existing,"Нертус","Нертус","Шаман, КЕ","5 л","хлорпірифос, 500 г/л; циперметрин, 50 г/л","",insektitsydy,"Інсектицид",8.88,7.4,8.14,USD,"shaman-ke-nertus","Шаман, КЕ","5 л",econom,88
3055,existing,"Нопосон","Нопосон","АКІНАК","5 л","Лямбдацигалотрин, 50 г/л + Імідоклаприд, 150 г/л","0,15-0,25 л/га",insektitsydy,"Інсектицид",8.63,7.2,7.92,USD,"akinak-noposon","АКІНАК","5 л",econom,19
3056,existing,"Нопосон","Нопосон","НІРВАНА","5 л","Хлорпірифос, 500 г/л + Циперметрин, 50 г/л","0,75-1,8 л/га",insektitsydy,"Інсектицид",8.12,6.77,7.45,USD,"nirvana-noposon","НІРВАНА","5 л",econom,18
3090,existing,"Укравіт","Укравіт","Антигусинь, КС","5 л","Лямбда-цигалотрин, 50 г/л","",insektitsydy,"Інсектицид",6.67,5.56,6.12,USD,"antyhusyn-ks-ukravit","Антигусинь, КС","5 л",premium,55
3091,existing,"Укравіт","Укравіт","Антикліщ МАКС, КЕ","5 л","Піридабен, 150г/л + піріміфос-метил, 200г/л + ацетаміприд, 50г/л","",insektitsydy,"Інсектицид",29.9,24.92,27.41,USD,"antyklishch-maks-ke-ukravit","Антикліщ МАКС, КЕ","5 л",premium,56
3092,existing,"Укравіт","Укравіт","Антиколорад МАКС, КС","5 л","Імідаклоприд,300 г/л + лямбда-цигалотри,100 г/л","",insektitsydy,"Інсектицид",16.67,13.9,15.29,USD,"antykolorad-maks-ks-ukravit","Антиколорад МАКС, КС","5 л",premium,57
3093,existing,"Укравіт","Укравіт","Антихрущ,КС","5 л","Біфентрин, 100 г/л + імідаклоприд, 100 г/л","",insektitsydy,"Інсектицид",18.4,15.33,16.86,USD,"antykhrushch-ks-ukravit","Антихрущ,КС","5 л",premium,58
3094,existing,"Укравіт","Укравіт","АЦ Люкс Ліквід, ЗП","5 л","Ацетаміприд, 200 г/кг","",insektitsydy,"Інсектицид",11.5,9.58,10.54,USD,"ats-lyuks-likvid-zp-ukravit","АЦ Люкс Ліквід, ЗП","5 л",premium,61
3095,existing,"Укравіт","Укравіт","АЦ Люкс, ЗП","1 л","Ацетаміприд, 200 г/кг","",insektitsydy,"Інсектицид",10.35,8.63,9.49,USD,"ats-lyuks-zp-ukravit","АЦ Люкс, ЗП","1 л",premium,59
3096,existing,"Укравіт","Укравіт","Бельвін, КС","1 л","Флубендіамід, 480г/л","",insektitsydy,"Інсектицид",184,153.33,168.66,USD,"belvin-ks-ukravit","Бельвін, КС","1 л",premium,63
3097,existing,"Укравіт","Укравіт","Венон, КС","5 л","клотіанідин 200г/л+альфа-циперметрин, 100г/л","",insektitsydy,"Інсектицид",18.4,15.33,16.86,USD,"venon-ks-ukravit","Венон, КС","5 л",premium,64
3098,existing,"Укравіт","Укравіт","Димевіт, КЕ","20 л","Диметоат, 400г/л","",insektitsydy,"Інсектицид",10.35,8.63,9.49,USD,"dymevit-ke-ukravit","Димевіт, КЕ","20 л",premium,65
3099,existing,"Укравіт","Укравіт","Екзор,ТН","5 л","Тіаметоксам, 600 г/л","",insektitsydy,"Інсектицид",25.88,21.56,23.72,USD,"ekzor-tn-ukravit","Екзор,ТН","5 л",premium,121
3100,existing,"Укравіт","Укравіт","Ескаліп, КС","5 л","Абамектин, 30 г/л + спіродиклофен, 200 г/л","",insektitsydy,"Інсектицид",28.75,23.96,26.36,USD,"eskalip-ks-ukravit","Ескаліп, КС","5 л",premium,66
3101,existing,"Укравіт","Укравіт","Ландін, ТН","5 л","клотіанідин 525г/л+біфентрин, 125г/л","",insektitsydy,"Інсектицид",34.5,28.75,31.63,USD,"landin-tn-ukravit","Ландін, ТН","5 л",premium,123
3102,existing,"Укравіт","Укравіт","Лювітор, КС","5 л","Тіаклоприд, 240 г/л","",insektitsydy,"Інсектицид",26.45,22.04,24.24,USD,"lyuvitor-ks-ukravit","Лювітор, КС","5 л",premium,67
3103,existing,"Укравіт","Укравіт","Люкс Максі, КС","5 л","Неонікотиноїди","",insektitsydy,"Інсектицид",23,19.17,21.09,USD,"lyuks-maksi-ks-ukravit","Люкс Максі, КС","5 л",premium,62
3104,existing,"Укравіт","Укравіт","Матадор, ТН","5 л","Імідаклоприд, 500 г/л","",insektitsydy,"Інсектицид",12.65,10.54,11.59,USD,"matador-tn-ukravit","Матадор, ТН","5 л",premium,125
3105,existing,"Укравіт","Укравіт","Тендор, ВГ NEW 2026","0.5 л","Флонікамід, 500 г/кг","",insektitsydy,"Інсектицид",230,191.67,210.84,USD,"tendor-vh-new-2026-ukravit","Тендор, ВГ NEW 2026","0.5 л",premium,69
3106,existing,"Укравіт","Укравіт","Туріл, ВГ","0.5 л","Емамектин бензоат, 100 г/кг","",insektitsydy,"Інсектицид",49.45,41.21,45.33,USD,"turil-vh-ukravit","Туріл, ВГ","0.5 л",premium,70
3107,existing,"Укравіт","Укравіт","Фас","5 л","Альфа-циперметрин, 100 г/л","",insektitsydy,"Інсектицид",6.33,5.27,5.8,USD,"fas-ukravit","Фас","5 л",premium,68
3108,existing,"Укравіт","Укравіт","ХімАрс (АТО ЖУК)","5 л","Тіаметоксам, 250 г/л + лямбда-цигалотрин, 80г/л + альфа-ципереметрин, 15г/л","",insektitsydy,"Інсектицид",20.13,16.77,18.45,USD,"khimars-ato-zhuk-ukravit","ХімАрс (АТО ЖУК)","5 л",premium,72
3109,existing,"Укравіт","Укравіт","Хлорпірівіт-агро, КЕ","10;20","Хлорпірифос, 500 г/л + циперметрин, 50 г/л","",insektitsydy,"Інсектицид",11.04,9.2,10.12,USD,"khlorpirivit-ahro-ke-ukravit","Хлорпірівіт-агро, КЕ","10;20",premium,73
3124,existing,"ALFASMARTAGRO","Alfa Smart Agro","Залп, КЕ","5 л","хлорпірифос, 500 г/л +циперметрин, 50 г/л","0,75-1,5",insektitsydy,"Інсектицид",8.03,6.69,7.36,USD,"zalp-ke-alfa-smart-agro","Залп, КЕ","5 л",premium,80
3128,existing,"ALFASMARTAGRO","Alfa Smart Agro","Логус, КС","1 л","емамектин беннзоат, 100г/л+альфа-циперметрин, 100г/л","",insektitsydy,"Інсектицид",41.81,34.84,38.32,USD,"lohus-ks-alfa-smart-agro","Логус, КС","1 л",premium,79
3129,existing,"ALFASMARTAGRO","Alfa Smart Agro","Лонгас, ЗП","1 л","гекситіазокс, 180 г/л + абамектін, 70 г/л","",insektitsydy,"Інсектицид",82.5,68.75,75.63,USD,"lonhas-zp-alfa-smart-agro","Лонгас, ЗП","1 л",premium,86
3130,existing,"ALFASMARTAGRO","Alfa Smart Agro","Наповал, КС","5 л","імідаклоприд, 300 г/л + альфа-циперметрин, 100 г/л","0,15-0,2",insektitsydy,"Інсектицид",13.86,11.55,12.71,USD,"napoval-ks-alfa-smart-agro","Наповал, КС","5 л",premium,81
3131,existing,"ALFASMARTAGRO","Alfa Smart Agro","Нокаут Екстра, КС","5 л","альфа-циперметрин, 200 г/л","0,05-0,125",insektitsydy,"Інсектицид",9.35,7.79,8.57,USD,"nokaut-ekstra-ks-alfa-smart-agro","Нокаут Екстра, КС","5 л",premium,82
3132,existing,"ALFASMARTAGRO","Alfa Smart Agro","Разит, КС","1 л","імідаклоприд, 140 г/л + ацетамиприд, 160 г/л + альфа-циперметрин, 100 г/л","0,1-0,2",insektitsydy,"Інсектицид",17.59,14.66,16.13,USD,"razyt-ks-alfa-smart-agro","Разит, КС","1 л",premium,83
3133,existing,"ALFASMARTAGRO","Alfa Smart Agro","Сінтак, КС","1 л","гекситіазокс, 204 г/л + абамектін, 36 г/л","0,12-0,3",insektitsydy,"Інсектицид",71.51,59.59,65.55,USD,"sintak-ks-alfa-smart-agro","Сінтак, КС","1 л",premium,87
3134,existing,"ALFASMARTAGRO","Alfa Smart Agro","СуперБізон, КЕ","10 л","диметоат, 400 г/л","0,5-3,0",insektitsydy,"Інсектицид",7.43,6.19,6.81,USD,"superbizon-ke-alfa-smart-agro","СуперБізон, КЕ","10 л",premium,84
3135,existing,"ALFASMARTAGRO","Alfa Smart Agro","Флайп, КС","5 л","тіаклоприд, 245 г/л","",insektitsydy,"Інсектицид",20.8,17.33,19.06,USD,"flaip-ks-alfa-smart-agro","Флайп, КС","5 л",premium,85
3136,existing,"Himagro","Himagro","ГЕКСОРАН, КС","5 л","гекситіазокс 450 г/л","0.1",insektitsydy,"Інсектицид",90.85,75.71,83.28,USD,"heksoran-ks-himagro","ГЕКСОРАН, КС","5 л",econom,122
3137,existing,"Himagro","Himagro","ЗЕНІТ, РК","0.5 л","імідаклоприд, 200 г/л","0,2 - 0,25",insektitsydy,"Інсектицид",19.55,16.29,17.92,USD,"zenit-rk-himagro","ЗЕНІТ, РК","0.5 л",econom,102
3138,existing,"Himagro","Himagro","КОЛОРИТ","1 л","тіаклоприд 480г/л","0,1-0,2",insektitsydy,"Інсектицид",36.23,30.19,33.21,USD,"koloryt-himagro","КОЛОРИТ","1 л",econom,100
3139,existing,"Himagro","Himagro","НЬЮСТАР","0.5 л","зета-циперметрин, 100г/л","0.07",insektitsydy,"Інсектицид",10.35,8.63,9.49,USD,"nyustar-himagro","НЬЮСТАР","0.5 л",econom,113
3140,existing,"Himagro","Himagro","ОПЕРКОТ АКРО, КЕ","20 л","імідаклоприд, 300 г/л і лямбда-цигалотрин 100 г/л","0,15 - 0,2",insektitsydy,"Інсектицид",13.8,11.5,12.65,USD,"operkot-akro-ke-himagro","ОПЕРКОТ АКРО, КЕ","20 л",econom,106
3141,existing,"Himagro","Himagro","РАНЧО, КС","5 л","клотіанідін,480 г/л","0.04",insektitsydy,"Інсектицид",24.15,20.13,22.14,USD,"rancho-ks-himagro","РАНЧО, КС","5 л",econom,111
3142,existing,"Himagro","Himagro","ТАУРУС, ЗП","1 кг","піридабен, 200 г/кг","0,5 - 0,9",insektitsydy,"Інсектицид",19.55,16.29,17.92,USD,"taurus-zp-himagro","ТАУРУС, ЗП","1 кг",econom,124
3143,existing,"Himagro","Himagro","ФАРАОН, КЕ","20 л","хлорпірифос 480 г/л і лямбда-цигалотрин 7,5 г/л","1,0-1,5",insektitsydy,"Інсектицид",7.82,6.52,7.17,USD,"faraon-ke-himagro","ФАРАОН, КЕ","20 л",econom,117
3144,existing,"Himagro","Himagro","ФОСТРАН, КЕ","1 л","диметоат 400 г/л","0,5-3,1",insektitsydy,"Інсектицид",8.63,7.19,7.91,USD,"fostran-ke-himagro","ФОСТРАН, КЕ","1 л",econom,119
3145,existing,"PEST.UA","PEST.UA","Альберто,ТН","5 л","тіаметоксам, 350 г/л","0,4 - 1,0",insektitsydy,"Інсектицид",9.72,8.1,8.91,USD,"alberto-tn-pest-ua","Альберто,ТН","5 л",econom,3
3146,existing,"PEST.UA","PEST.UA","Андерс, КЕ","5 л","імідаклоприд, 300 г/л + лямдацигалотрин, 100 г/л","0,05-0,1",insektitsydy,"Інсектицид",12.44,10.37,11.41,USD,"anders-ke-pest-ua","Андерс, КЕ","5 л",econom,4
3147,existing,"PEST.UA","PEST.UA","Лайнер, ТН","5 л","імідаклоприд, 600 г/л","0,4 - 10,0",insektitsydy,"Інсектицид",17.53,14.61,16.07,USD,"lainer-tn-pest-ua","Лайнер, ТН","5 л",econom,17
3148,existing,"PEST.UA","PEST.UA","Лютер, КЕ","5 л","альфа-циперметрин, 100 г/л","0,1 - 0,25",insektitsydy,"Інсектицид",5.27,4.39,4.83,USD,"lyuter-ke-pest-ua","Лютер, КЕ","5 л",econom,18
3149,existing,"PEST.UA","PEST.UA","Форинт, КЕ","5 л","хлорпіріфос, 500 г/л + циперметрин, 50 г/л","0,75 - 1,5",insektitsydy,"Інсектицид",7.35,6.12,6.73,USD,"forynt-ke-pest-ua","Форинт, КЕ","5 л",econom,32
3175,new-sku,"Нертус","Нертус","Ветеран РК","1 л","ацетаміприд, 200 г/л","",insektitsydy,"Інсектицид",9.96,8.3,9.13,USD,"","","",,69
3176,new-packaging,"Нертус","Нертус","Готіка, КС","1 л","лямбда-цигалотрин, 106 г/л тіаметоксам, 141 г/л","",insektitsydy,"Інсектицид",14.13,11.78,12.96,USD,"hotika-ks-nertus","Готіка, КС","5 л",econom,71
3177,new-packaging,"Нертус","Нертус","Шаман, КЕ","1 л","хлорпірифос, 500 г/л; циперметрин, 50 г/л","",insektitsydy,"Інсектицид",9.66,8.05,8.86,USD,"shaman-ke-nertus","Шаман, КЕ","5 л",econom,87
